Teks Komentar,Stance
"ihh inii kenapaa kaa pliss ndaa tauu ,padahall 24 jam bukaa tt tetapp ajaa ketinggalann😭😭",Neutral
Korbannya masih sehat? Bisa sekolah dan kerja kan? Ada cacat fisik kah?,VictimBlaming
kita kawal kasusnya,Advocacy
duuhc UI lagi😢,Neutral
ini korban?,Neutral
"izin nanya kenapa kok dibilang kekerasan seksual? apa ad korban yg dilecehkan secara fisik? ato dichat cabul? kok ke digoreng2 gitu ya, dri yg gua liat it group private lgi becanda emg candaan udh berlebihan mkanya mrk private yg bsa nerima joke itu ajkan tpi ternyata tidak mlh ad yg cepu aturan sicepu ini malah bsa kena uu ite nyebarin chat privasi",VictimBlaming
Masakan ucapan begitu di anggap pelecehan,VictimBlaming
"Mungkin generasi kita sudah kurang bermoral, harus di ajarkan lagi moral ke generasi penerus",Neutral
"kak sukses ga harus kuliah, ingin berpendidikan ga harus kuliah, aku tau KK nya ingin kuliah aku dulu jg tidak di izin in kuliah+ekonomi ga mendukung.. Tpi hidup ttp harus jalan dan yaa saat itu aku merantau dan aku bisa masuk kantor an tanpa harus kuliah hanya lulusan SMA... jdi semangat semoga kamu sukses walau tidak kuliah",Neutral
"pantesan penjabaran lu komprehensif bang, ternyata lu alumni, baru ingat klo lu temannya andovi",Neutral
di DO lalu proses secara hukum,Advocacy
bakalan di DO gak neh @Universitas Indonesia,Advocacy
"sepakat, mereka calon orang-orang hukum yang akan menjadi representasi dikemudian hari, kalo masalah ini aja ga bisa diatasi akan berdampak buruk kedepannya",Neutral
gimana ya reaksi ortunya 😔,Neutral
"DARII FH LAGII, GA HABIS FIKRII😔😔😔",Neutral
"konteknysa ini yg salah adalah personal bu, bukan universitas nya. ini termasuk caat berfikir/kurang moral dari personal",Neutral
sudah terjadi kak 😭 Buktinya hukum disini makin bobrok,Neutral
"harusnya bukan termasuk inside jokes ya, karena melibatkan orang lain sebagai objek...",supportive
aku aja sampai sekarang gak bisa relate sama orang yang cinta2an di lingkungan pendidikan bahkan walaupun itu cuma crush. kampus/sekolah itu genrenya horror dan stres. ini sampai ks ke dosen. pada kenapa sihhh 😭,Neutral
Anak kuliahan 90an ketawa aja liat orang jaman sekarang😂 sayang aja dulu ngga ada sosmed😅,Neutral
"""sosial"" 😹",Neutral
"Pelecehan verbal di grup WA tertutup dan privat. Di grup itu hanya ada pelaku, tidak ada korban. Namun, malah ada bocorin isi grup WA. 
Ya, semacam menggosip lah",VictimBlaming
Aku diajarin donk 😅😅😅,Neutral
"Apalagi sih? Pada kuliah di universitas yg di subsidi pemerintah malah bikin masalah...DO aja langsung, blacklist di kampus2 se-Indonesia",Advocacy
Sangat memalukan 16 manusia bejat.,Neutral
"makan gorengan 3 biji, tapi waktu bayar ngakunya makan 5",Neutral
"Kampus terkenal,bikin malu",Neutral
"jangan gini prosesnya, ini kesusilaan, korban harus dilindungi bahkan identitasnya, ini malah dibuka kaya gini, hadeuh, katanya fakultas hukum terbaik, malah ga ngerti penanganan perkara kesusilaan",Advocacy
