text,stance
idi ot asli,Neutral
"ihh inii kenapaa kaa pliss ndaa tauu ,padahall 24 jam bukaa tt tetapp ajaa ketinggalann😭😭",Neutral
Korbannya masih sehat? Bisa sekolah dan kerja kan? Ada cacat fisik kah?,VictimBlaming
kita kawal kasusnya,Advocacy
duuhc UI lagi😢,Neutral
ini korban?,Neutral
"izin nanya kenapa kok dibilang kekerasan seksual? apa ad korban yg dilecehkan secara fisik? ato dichat cabul? kok ke digoreng2 gitu ya, dri yg gua liat it group private lgi becanda emg candaan udh berlebihan mkanya mrk private yg bsa nerima joke itu ajkan tpi ternyata tidak mlh ad yg cepu aturan sicepu ini malah bsa kena uu ite nyebarin chat privasi",VictimBlaming
Masakan ucapan begitu di anggap pelecehan,VictimBlaming
"Mungkin generasi kita sudah kurang bermoral, harus di ajarkan lagi moral ke generasi penerus",Neutral
"kak sukses ga harus kuliah, ingin berpendidikan ga harus kuliah, aku tau KK nya ingin kuliah aku dulu jg tidak di izin in kuliah+ekonomi ga mendukung.. Tpi hidup ttp harus jalan dan yaa saat itu aku merantau dan aku bisa masuk kantor an tanpa harus kuliah hanya lulusan SMA... jdi semangat semoga kamu sukses walau tidak kuliah",Neutral
"pantesan penjabaran lu komprehensif bang, ternyata lu alumni, baru ingat klo lu temannya andovi",Neutral
di DO lalu proses secara hukum,Advocacy
bakalan di DO gak neh @Universitas Indonesia,Advocacy
"sepakat, mereka calon orang-orang hukum yang akan menjadi representasi dikemudian hari, kalo masalah ini aja ga bisa diatasi akan berdampak buruk kedepannya",Neutral
gimana ya reaksi ortunya 😔,Neutral
"DARII FH LAGII, GA HABIS FIKRII😔😔😔",Neutral
"konteknysa ini yg salah adalah personal bu, bukan universitas nya. ini termasuk caat berfikir/kurang moral dari personal",Neutral
sudah terjadi kak 😭 Buktinya hukum disini makin bobrok,Neutral
"harusnya bukan termasuk inside jokes ya, karena melibatkan orang lain sebagai objek...",Supportive
aku aja sampai sekarang gak bisa relate sama orang yang cinta2an di lingkungan pendidikan bahkan walaupun itu cuma crush. kampus/sekolah itu genrenya horror dan stres. ini sampai ks ke dosen. pada kenapa sihhh 😭,Neutral
Anak kuliahan 90an ketawa aja liat orang jaman sekarang😂 sayang aja dulu ngga ada sosmed😅,VictimBlaming
"""sosial"" 😹",Neutral
"Pelecehan verbal di grup WA tertutup dan privat. Di grup itu hanya ada pelaku, tidak ada korban. Namun, malah ada bocorin isi grup WA. 
Ya, semacam menggosip lah",VictimBlaming
Aku diajarin donk 😅😅😅,Neutral
"Apalagi sih? Pada kuliah di universitas yg di subsidi pemerintah malah bikin masalah...DO aja langsung, blacklist di kampus2 se-Indonesia",Advocacy
Sangat memalukan 16 manusia bejat.,Neutral
"makan gorengan 3 biji, tapi waktu bayar ngakunya makan 5",Neutral
"Kampus terkenal,bikin malu",Neutral
"jangan gini prosesnya, ini kesusilaan, korban harus dilindungi bahkan identitasnya, ini malah dibuka kaya gini, hadeuh, katanya fakultas hukum terbaik, malah ga ngerti penanganan perkara kesusilaan",Advocacy
"Orang melanggar hukum dimintain maaf ,fasal berapa itu.",Neutral
Pendidikannya tinggi tapi adabnya sangat rendah.,Neutral
SEMOGAA LANCARR YAA KKAAAA 😻,Neutral
Itu yg kalian banggakan UI....kalau koa2 mengkritik kaya Iya aja....nyata nya parah...,Neutral
"Lu cari tau dulu masalahnya, kalo udah tau semua dan lu masih nanya salahnya dimana then I don't need to explain more, it'll be a waste of time to",Supportive
"@Nab Nab:@icach4_111: itu mrk ada grub mlchkan mahasiswa ui yg pdhal mrk juga mhsiswa disitu, mrk bilng mrka punya kuasa di kmpus itu bhkan bukan mhsiswa aja yg mrk bhs di grup itu ada dosennya juga, bnr bnr sakit dh",Supportive
"parahnya lagi di 2026 aja FHUI ini udah keseret 3 kasus. 2 kasus dari alumni, dan 1 kasus ini. harus audit besar2an sih",Advocacy
uda gtu pake ktwa sgla lg,Neutral
"katanya besok datang lagi untuk finalisasi kak semoga berhasil ya kak doain lagi ya kak, semuanya juga terima kasih banget doanya ya 🙏🙏🙏",Neutral
kekerasan seksual alias pelecehan,Neutral
saya sebagai dosen UI kecewa,Neutral
"Nggak ada demo sepi 
Akhirnya ketahuan busuk nya
Mana yg biasanya teriak atas nama Rakyat...
Akhirnya Tuhan menunjukkan
Kebusukan mereka.
Kampus harusnya malu dan mundur merasa gagal mendidik mahasiswa nya.",Advocacy
knp korban ga lapor polisi,Neutral
"apalah dikit2 dilihat muka Mulu, aneh",Neutral
"stres,dia aja blunder kakk di x",Neutral
"kyanya emng baru rame lgi,ini jga baru tau dri ig",Neutral
mereka datang aja harus di nego dulu😂,Neutral
"aku gak sekolah tapi tau adab
bang",Neutral
untung aku di UT🥰,Neutral
"Iya sih kalo diliat2 hal spt ini mmg kan sejak dlu dilakukan laki2 PD umumnya. Ngmgin cewek seksi dsb. Bedanya dulu kan ngmg secara lgsg wkt kongkow2, klo ini kan lewat chat jadi ada bukti. Dan grup ini sbnrnya hanya kalangan sendiri ibaratnya grup ghibah. Bukan grup besar yg isinya umum. Maklum lah, ini baru laki2 normal. Justru yg waspada yg gak ngmgin lawan jenis . Bahaya. Berlebihan klo menurutku",VictimBlaming
Skrg kan UI banyak yg masuk pake uang doank.,Neutral
"Mereka yang ingin masuk fakultas hukum kedepan wajib di saring suler ketat , kalau perlu sedari bayi sudah disiapkan agar hukum benar benar jadi panglima di negeri kita .",Advocacy
Ya semuanya harus diungkap baik korban maupun tersangka,Neutral
Keluarkan merrka semua yang terlibat,Advocacy
kenapa nyariin korban lis?,Neutral
PECAT SEGERA,Advocacy
Tobrut lagi cari keadilan itu pakaian lu juga harusnya di jaga lah bosku😂,VictimBlaming
"Gilaaaa mahasiswa seperti ini akhlaknya, ancur negara, parah banget mah ini",Supportive
ini lo beneran ikutin kasusnya gak sih? apa kita ngikutin kasus yang berbeda? 😅,Neutral
"gak lulus tepat waktu dari ui, yutub gua dianggep remeh sama tv~",Neutral
GUA SAYANG BANGET SAMA DIKIDOY DAN STELLA COKKKKK😭😭,Neutral
serius maaf doang?,Supportive
"Mahasiswi/perempuan manapun serta ibu2 yg jdi korban kejahatan ,pelecehan wajib beranikan bongkar para pelaku .....jangan kalah dengan para pejabat yg dgn bangga korupsi uang negara/uang rakyat 👍👍",Supportive
"nihh kevin, ekspresinya kaya gada rasa bersalah bgt pas minta maaf",Supportive
ya Alloh ngeri yah???semoga anak dan keluargaku di jauhkan dari hal hal buruk😭😭😭,Neutral
pentingnya ngasih makan anak dengan uang halal.,Neutral
dunia ini terlalu banyak laki laki dibanding pria,Neutral
"baca dulu komen gue yg lain, baru boleh komenin gue",Neutral
@rage gakuattt,Neutral
Tolong DO dan blacklist dari seluruh universitas di indonesia😊,Advocacy
​@juvechelsea1601  ada 16 orang disidang karena melakukan pelecehan secara verbal di group chat,Neutral
"maaf tpi lucu bgttt, buru' spy bisa ikut ngatain😭",Neutral
ya ngakalin HUKUM lah🤣🤣🤣,Neutral
orang tua korban kan mkstnya??,Neutral
"pelaku di minta ngomong, pas ngomong disorakin, diteriakin. jd bingung mau denger yg mana. 😭 sayang waktunya.",Neutral
"Emang hrs di DO sih soalnya klo nggak, tau² ada yg ngracun mereka di kampus 😅 Ingat, sakit hati seseorang bisa memicu perbuatan yg nekat.",Advocacy
"Susah2masuk PTN....kok jadi kaya gitu doang...mending kasih kesempatan tuh buat anak2 yg beneran serius mau sekolah, jauh dari pergaulan jorok",Neutral
"justru itu dia ngerasa aman karena ada kuasa di hukum , jadi bebas mau ngelakuin hal"" melnceng , menurut gua gitu karena kebanyakan elite""/pemegang hukum yg sllu ngelakuin hal"" kaya gitu",Advocacy
Ternyata berpendidikan tinggi ngga menjamin attitude dan pola pikir yang baik,Neutral
"Ya Allah lindungilah Anak2 ku, Aamiin",Neutral
"mereka buat grup chat buat ngomongin badan perempuan, ngomongin pelecehan yg mereka lakuin ke perempuan juga, isi pembicaraannya bahkan ada dosen juga dan teman terdekat pelaku",Neutral
Zoom call live ? Lah bagaimana siy? Harusnya kan cuma ngomongin di belakang kalo mau ng... JD pas zoom call banyak orang dong yg liat... Kirain cuma 16 orang aja..tp ini masih belum jelas kronologinya... Kutunggu sampe clear,Neutral
Akibat dari mata pelajaran P4 dihapus DARI mata pelajaran di sekolah MAUPUN Mahasiswa rusaknya MORAL BANGSA INDONESIA KEDEPAN akibat REZIM JOKOWI menghapusnya..,Neutral
"Kuliah di Fak.Hukum di perguruan tinggi papan atas dinegri ini, tapi kelakuannya memalukan....
Ingat ortu kalian akan malu seumur hidup",Supportive
@diggiedaw @:b @Σ(￣□￣,Neutral
Trs yg dilecehkan siapa iiniii...bukan Ryan kan😂😂❤,Neutral
"pendidikan sama adab harus beriringan, jangan cuma mengedepankan salah satunya",Neutral
"Predator sudah masuk ke kampus yg katanya terbaik di Indonesia, ironisnya dari fakultas hukum yg seharusnya mahasiswa-mahasiswa itu sangat paham dan patuh dg hukum. Semoga UI bersikap tegas utk memecat para pelaku dan juga memprosesnya secara hukum.",Advocacy
pelaku nya?,Neutral
"Miris.... UI kampus ternama tercemar dgn nama 16 org pelaku, merasa anak pejabat dan kebal hukum",Supportive
abt sx intiny,Neutral
ga ada muka bersalahnya anjiiir,Supportive
"sick bgt sumpah, bukan mahasiswi dan dosen doang, bahkan sampai keluarga mereka sndiri🥀",Supportive
"Harus diusir dari Fakultas Hukum, dan terlarang masuk fakultas hukum universitas manapuni secara nasional. Bayangin klo belajar Hukum malah doyan melanggar Hukum, mau jadi apa mereka?",Advocacy
YANG BEGINI MAU JADI AHLI HUKUM ???!!!! DO !!!!!!,Advocacy
"Memalukan  Mudah2 an  di keluarkan  semua  mahasiswa yg terlibat ,Aamin",Advocacy
Gagal kuliahnya dong.,Neutral
pindah haluan aja Bu ke Undip,Neutral
"tongkrongan cowok bukannya rata rata gitu ya, kadang ngomongin yang gak jauh jauh dari itu memang, mungkin ini bedanya di chat aja",VictimBlaming
"dikidoy respect gw sama dia, sampe aslam tapi tetap lanjut live",Neutral
se ga aman itu kah wanita dimana pun🥺,Supportive
Ini apa guys? Program dari kuliahnya kah?,Neutral
"Maksud.a down fall twh apa yaa??
Kok bsa semarah itu??",Neutral
"itu baru yg ketahuan, bayangin kalo masih ada, cuman ga ketahuan aja + ga buat grup",Supportive
Knpe ini gue ketinggalan berita,Neutral
"tmnnya sendiri btw, ada di grup jg",Neutral
"Gw bru tau hr ini brtita ini, awal mula nya gmn sih please gw jd bingung dgrnya 😢",Neutral
"INILAH CALON PEMIMPIN JAHAD MASA DEPAN BANGSA 

LANJUTKAN 🎉🎉

MUSIBAH NEGRI KITA INI 🇮🇩",Supportive
temen nya nihhh curiga,Neutral
yg waras dikit,Supportive
gue Kayak Pernah Nonton Film Si Jefri Nicol Dah Sama Percis Kayak cerita Ini,Neutral
"Mahasiswa FH dan belajar hukum, tapi main hakim sendiri.",Neutral
"😭 Mula mula aku tak faham kes nii, hah lama lama dah fahamm😭💔💔💔 sedih laaa weiii dorang belajar undang ii kott😭💔",Neutral
judul nya apa kakk,Neutral
"@finda:mereka msh di bawah naungan ui fakultas hukum, calon lawyer indo makanya hal buruk dikit aja bocor pasti heboh, karna bisa bikin jelek nama fakultas dan univ",Neutral
ini live jam berapa sih,Neutral
jam 3 gua nonton gua pikir pada ngapain ini kok sekolah jam segini tapi mata gua dah sepet dan gua molor eh bangun liat berita gini rame bgt,Neutral
"Cuma dipertontonkan, gak di DO? 😂",Advocacy
"banyak, mending salahin pelaku gak usah nyari korban",Supportive
justru mereka belajar hukum biar bisa cari2 celah dalam hukum wkwkw,Supportive
Pinter tapi ga beradab,Supportive
Yang menghakimi justru terlihat arogan dan merasa suci... Itu aja pendapat saya melihat situasinya...,Neutral
"Gak ada point ? Nih gua kasih tau, point yg dia bilang : SEBAGAI FAKULTAS HUKUM TERBAIK DI INDONESIA, UI HARUS BERTINDAK DENGAN BENAR ATAS KASUS INI KARENA PASTI ADA TEKANAN DARI ORG TUA MURID YG DIMANA ORG TUA MURID ITU “ORG PENTING/PEJABAT” KALO SAMPE UI TIDAK MENGAMBIL LANGKAH PENYELESAIAN YANG TEPAT BERARTI ADA YANG SALAH DENGAN HUKUM DI INDONESIA. SECARA FAKULTAS HUKUM TERBAIKNYA TIDAK MEMBERLAKUKAN HUKUM DENGAN BENAR, ADIL DAN TRANSPARAN. Masa gitu aja lu ga ngerti?",Advocacy
Mana sama lagi,Neutral
Mungkin minta di puji tp dalam hati😂,Neutral
Ngomg apa si😮. Ma saya g dgr dan g ngerti😊,Neutral
Tau kan salah satu gubes nya..... Si paling toleransi😂😂😂😂,Neutral
untuk abang ini keren banget makasih sudah membela wanita🥺,Supportive
iya ka aku juga nonton sampe aku rela ga tidur padahal besok sekolah,Neutral
"Buat yang nanya” ini kenapa? ini kenapa? Pliss guys biasakan cari tau sendiri dulu,itukan biasanya udah ada rekomendasi pencaria,apa susahnya mencet pencarian itu nanti pasti tau kok masalahnya apa. Dibanding kalau kalian bertanya ada yang jawabnya gak serius jadi bikin emosi naik kan?",Neutral
dr pagi mood gajelass fyp kyk gini kek kitttt bgt ati gue😭,Neutral
"orng lain berlomba' pgn masuk UI dan meraih mimpinya, sementara mreka yg udh dikasih kesempatan masuk UI mlah semena'",Supportive
kirain artis😂,Neutral
jadi sanksi nya apa nih?,Neutral
Ampe dosen di bicarai kotor aduhh dek dosenmu itu termasuk pendidik tertinggi loh di akademik 😂 miris banget masih muda gini udah punya pemikiran biadab dan kotorr. Dan untuk menjadi calon perwakilan penegak keadilan di Indonesia sangat tak pantas! Bersykur bgt mereka ketahuan waktu saat pelecehan verbal jika tidak bisa jadi fisik kedepannya,Supportive
Minimal hrs DO. Gilaaa😩,Advocacy
Kekerasan seksual. Isi grup chat ngelecehin orang termasuk dosen,Neutral
"Kalau ditarik full dari konteks yang ada, jelas ini bukan sekadar “inside joke beda-beda”, tapi contoh nyata gimana istilah itu dipakai buat nutupin perilaku yang sebenernya udah salah dari awal.
Sekelompok mahasiswa—yang notabene belajar hukum dan harusnya paham batasan etika—membuat ruang sendiri (grup) yang isinya pembicaraan seksual tentang perempuan di sekitar mereka, termasuk mahasiswi dan dosen. Cara mereka ngomong bukan sekadar bercanda biasa, tapi udah masuk ke:
ngeliat perempuan sebagai objek (bukan sebagai manusia utuh),
ngomongin tubuh secara seksual,
ngerendahin,
bahkan bawa-bawa konsep penting kayak consent tapi dipelesetin.
Dan ini dilakukan bukan sekali, tapi berulang, dalam lingkungan yang saling dukung. Jadi bukan lagi “keceplosan”, tapi udah jadi pola.
Nah, di titik ini, narasi “itu cuma inside joke” langsung runtuh.
Inside joke itu harusnya:
terjadi di antara orang-orang yang sama-sama terlibat,
gak nyeret orang lain sebagai bahan,
dan gak merugikan siapa pun.
Di sini? Jelas kebalik. Orang yang dibahas:
gak tahu mereka lagi jadi bahan,
gak pernah setuju,
dan dijadiin objek pembicaraan seksual tanpa kontrol apa pun.
Itu bukan inside joke—itu objektifikasi + pelecehan verbal yang dibungkus candaan.
Terus soal kalimat “makanya inside joke orang-orang beda”—ini sering banget dipakai buat ngehindar dari kritik. Seolah-olah semua bisa dibenarkan karena “selera humor beda”. Padahal enggak. Perbedaan humor tetap ada batasnya. Sama kayak kebebasan ngomong, ada garis yang gak boleh dilewatin: jangan merendahkan, jangan melecehkan, jangan nyakitin orang lain.
Begitu candaan udah:
seksualin orang lain,
ngerendahin,
dan dilakukan tanpa consent,
itu bukan lagi soal selera humor. Itu soal etika dan tanggung jawab.
Yang bikin makin parah, ini dilakukan oleh mahasiswa hukum. Mereka harusnya paham konsep:
martabat manusia,
batasan perilaku,
dan konsekuensi dari tindakan.
Tapi justru mereka bikin lingkungan yang ngebiasain hal sebaliknya. Ini nunjukkin bukan cuma masalah “bercanda”, tapi juga rendahnya kesadaran dan integritas. Ilmu ada, tapi gak dipake.
Selain itu, karena dilakukan dalam grup, ada efek “saling validasi”.",Supportive
Anda tau penyebabnya ya karna Elitisme dan Drama Sinetron yg menampilkan bullying serta pelecahan sbagai tindakan yg menggambarkan bahwa seorang grup punya kuasa atas nasib dan hak orang banyak drama asia yg memperlihatkan senioritas dan pelecahan sbagai hal yg dilakukan oleh orang yg kuat dan penindas😮,Neutral
​@sengkarutnegerihadeuh... Rektor sama mahasewanya beda bro... Tau kan mahasewanya yg suka demo bayaran? Pendukung Anis Ganjar bro.. mereka anti jokowi.. sukanya balik fakta smpean,Neutral
Bikin petisi terbuka  berlaku utk seluruh masyarakat Indonesia utk meminta mrk di DO dan dipajang wajahnya di media sosial... sebagai pelajaran bagi yg lainnya dan bongkar kampus² lain termasuk  yg kwdinasan dan terutama di akpol dan akmil..,Advocacy
seru bgt live nyaa pliss,Neutral
Gara2 si ADE ARMANDO..Rusak semua Mahasiswa UI😅,Neutral
"ceritain dong, gua ketinggalan berita muluu 😭",Neutral
KAK???IHH😭😭😭😔😔,Neutral
padahal kampus impian aku itu🙂😞,Neutral
harus DO!!,Advocacy
"Di kampus harus nya pake pakaian yg sopan 
Gk harus berhijab, gk harus rok panjang 
Yg penting lekukan tubuhnya tdk terlalu kelihatan 
Soalnya gk semua yg kuliah di situ muslim",VictimBlaming
klo pengen liat forumnya bisa liat dimana yah?,Neutral
Gimana tuh bang rasanya beneran downfall?,Neutral
sumpah samaa 😭,Neutral
Ah pendidikan doang gede moral ga ada,Supportive
"Mereka 💩💩💩 itu bukan anak2 di bawah umur. Pria2 dewasa pelaku ""sex harassment"" akut. Pantas dipidana.",Advocacy
Hmmmm gmn yaaaaa hmmmm,Neutral
Gantian polisi demo ke ui😂😂,Neutral
Orang tua mereka pasti' bangga bgt liat hasil anaknya 😂😂😂,Supportive
UP JUGA KASUS AKSEYNA PLISS ORNGTUA NYA JUGA MSI BUTUH KEADILAN!!!🥺🥺🥺,Supportive
adalah pokonya🤭,Neutral
respect mbak mbak sama mas mas itu gak ngeludahin,Neutral
"sungguh tindakan yang sangat mencemarkan nama baik para civitas akademika fakultas hukum di seluruh indonesia, sungguh memalukan",Supportive
"Astaghfirullah,,,,ortu banting tulang cari uang untuk membiayai sekolah malah berkelakuan memalukan,,,ya Allah astaghfirullah",Neutral
nanya Mulu cari taulah,Neutral
gue sebagai cewe sedih banget si😭😭😭,Supportive
btw ngapa dah lo fokusnya kesitu?,Neutral
Kak mereka ini korban kah?,Neutral
Sama persis para pejabat negara,Neutral
Sama aj.. Fakultas kalian jg penyumbang terbesar koruptor d indonesia..,Neutral
kenapa gak sekalian lemparin barang atau botol aqua kedua orang itu biar malu & kapok agar pikiran nya gak cabul lagi..,Supportive
"angkatan 2023, yg mana ada ketua angkatan jg jadi pelaku nya",Neutral
"UI punya nama baik, jangan karna membela pelaku dengan alasan yang aneh membuat masalah ini wajar, sanksi tegas pelaku dengan DO dan usut tuntas Agara kejadian serupa tidak berulang",Advocacy
"masih mikirin ganteng-gantengnya kak? miris! mau se good looking apapun looknya kalo perilakunya bejat ya BEJAT aja kak. ya begini Indonesia. punya kesalahan, tapi goodloking, pasti ujung-ujungnya dibela. udah gak kaget wkwkwk",Supportive
"baca caption nya ,,😭",Neutral
"the hell, wow pemikirannya berarti kakaknya mau jadi korban yah",Neutral
"pelecehan, search aja banyak & bukti chatnya",Neutral
"Respect UI, Ditunggu kampus lain speak up 🔥",Neutral
naudzubillah serem😭😭😭😭,Neutral
"Justru setelah kejadian ini harus masuk UI. Ngga menafikan fakta karena hal - hal spt ini bisa terjadi dan memang terjadi di berbagai lingkungan. Tapi, di UI adalah gambaran yang seharusnya dilakukan— karena di lingkungan kampus lain belum tentu melakukan dan memiliki kesadaran serupa dg warga UI. Kampus lain senyap bukan berarti karena aman tapi memang belum kebuka aja or even worse udah kebuka tapi ditutup rapat. Tidak semua diam adalah aman, ada diam yang mencekam.",Neutral
duhhhhhh jgn sampe deh merka2 ini sukses🥺🥺,Supportive
"ngapain kasian ,ortunya orang penting semua itu ada anak polisi",Supportive
"mending semangatin gua dah cape bgt jd donatur😭, gua ex 2019 skrg lg skripsian",Neutral
inside jokes go public,Neutral
bu dosen ga siii yg ikut dbahas ks,Neutral
lah sama cokk😭,Neutral
"reall. pantes aja petinggi hukum indo pada plenger, apa kek gini ya modelannya pas masih mahasis 😭",Supportive
Pecat keluarkan jngan Diterima perguruan tinggi dimanapun,Advocacy
jgn ke ui Bu banyak kasus,Neutral
Parah ini UI bikin malu dunia akademisi😂,Neutral
Gu sebagai anak fh unmuha kecewa sih,Neutral
udah masuk sctv,Neutral
tadi ada yg bales komenku.. dosennya dile c e hin juga kak..,Neutral
"kasus pelecehan secara verbal melalui grup chat kak, jadi ada 16 mahasiswa fh UI yang buat grup (katanya dari maba) untuk ngelecehin perempuan² dengan bahasa yang gila banget. bahkan di chat itu ada nama dosen mereka juga kak, jadi bukan cuman sesama mahasiswa aja. nah, semalem itu sidang perdana mereka kak. kayak ditunjukin ""ini loh muka para pelaku nya"", tapi dari awal yang muncul cuma 2 orang dari 16 pelaku. setelah berjalan cukup lama akhirnya baru yang 14 pelaku lainnya muncul kak, setelah ituu para korban dikasih ruang untuk bersuara kenapa para pelaku melecehkam mereka even mereka ga saling kenal. dan jawaban dari pelaku bener² lebih parah dari jawaban anak sd, ga nyambungg bangett kak dan muterr². nah, katanya hari inii bakal ada sidang lagi buat mereka
itu aja sih ka😊🙏🏻",Neutral
marah banget jujur ya Allah,Neutral
"Mahasiswa nya sedang learning by doing, langsung melihat apakah materi sesuai dengan realita",Neutral
nambah nih jadi 17 org,Neutral
"🛑🛑🛑  hapus sistem zonasi + larang anak dibawah 17 thn maen medsos ..... Tujuannya, biar bocil fokus belajar, biar dapat NEM tinggi agar bs sekolah d sekolah favorit. Jadi gak sempat maen medsos. Waktunya habis buat baca buku atau ikut Les.",Advocacy
UI dulu juga punya ketua BEM yg gagah berani terhadap perempuan Sehingga rektor maupun dosen2 UI menyayanginya,Neutral
ngetik sesuai muka ya bang sip🙏🏻,Neutral
terimakasih dikidoy,Neutral
Kalau nggak DO berarti UI hanya mirikin akreditasi unvinya 😏. KAWAL SAMPE DO.,Advocacy
dikidoy itu member ke 17 dia sama aja,Neutral
takutttt ☹️udah fase bingung banget mau gimana 😅udah mana gak dukung ekonomi nya:(,Neutral
"kalau fakultas hukum, mereka yang ngerti dan belajar hukum gabisa menyelasaikan ya berarti kita gabisa berharap sama lagi sama hukum indonesia",Advocacy
"TOLONG WAJAH PELAKU...DIPAMPANG JANGAN DITUTUPI...BIAR MASYARAKAT TAU..SIAPA""ORANGNYA",Advocacy
liat dimana video yg dosen itu sih ka? aku ga nemu,Neutral
@randomPeople 🤣🤣🤣🤣,Neutral
jujurr iyaa woii😭😭,Neutral
gila gw ketiduran ampe lupa matiin live nya,Neutral
"keluarkan saja statusnya dari mahasiswa UI , jangan di pertahankan .. keluarkan .. berbahaya",Advocacy
"Padahal yah hampir semua mahasiswa cowok tu ada grup grup kaya gini, cuma ya ga ketahuan aja",VictimBlaming
"Astaghfirullah.... sangat memalukan sekali bikin rusak nama besar almamater UNIVERSITAS INDONESIA.

Mohon Bapak Rektor UI bertindak setegas-tegasnya atas oknum mahasiswa Fakultas Hukum UI yang bertindak tidak senonoh.
Secepatnya ditindak ya Bapak Rektor UI. Thanks a lot Bapak Rektor",Advocacy
Wajib di DO sebelum jadi pejabat. Bahaya utk bawahannya.,Advocacy
Emang dia ngapain???? Serius nanya....,Neutral
"Sama lagi, untung shift malam",Neutral
bangga banget ya punya diri kaya gitu hebat kali ya bagi diorgg,Neutral
bg btewe pake hp apa bg😁,Neutral
kocak amatt hukuman yang paling tepat ya DO,Advocacy
"Omongan dijaga
Perilaku dijaga
Busana dijaga",Neutral
orangtuanya pasti kecewa bangetttt💔,Neutral
"Ngak di laporkan ke polisi? 
Alhamdulillah bersyukurlah anak2 kita yang belajar di tempat lain, tidak terkena buruknya almamater ini",Neutral
pecat dan keluarkan...,Advocacy
"please bahas ini juga!!!!!!! sebagai orangtua seharusnya kasih contoh yang baik... ayolah,,,, mau jadi apa nanti Indonesia iniii 😤😤😤😤",Supportive
Black list ...tandai jgn sampe kampus lain terima,Advocacy
gua berani aja kemana² sendiri survive hidup sendiri yg bikin takut ni ky gini anjir pelecehan dmn2 :),Neutral
Katanya di DO,Advocacy
"d tunggu part 2.....
DEWAN KEHORMATAN UNIVERSITAS INDONESIA 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🌏🌏🌎🌍🌍🌍🌍🌎🌏🌏🌏🌏",Neutral
mereka pada pinter ngomong smua jir anak hukum😭,Neutral
"kasihan juga mereka kalau sdh begini, bagaimana perasaan orang tua mereka melihat ini 😔😔",Neutral
"Fakultas hukum lho, harusnya dihukum dobel sih",Advocacy
Ngising ngisingi kampus lo lol..jg mahasiswa yg tau ap ap pasti kena getahnya..,Neutral
Semoga sukses y bund 🥰🥰🥰,Neutral
Harusnya bgtuh. Jng di pakein masker. Contoh ituh dong.,Advocacy
pelecehan seksual lewat grup chat WA ke mahasiswi bahkan dosen,Neutral
kasian Nama Fakultas Hukum nya Padahal Fakultas no 1 sebagai Contoh yg baik tolong 🥺,Neutral
​@random_123-o3vga ngerti nya dimana kak? sini tak jelasin xixixi😊,Neutral
Berilmu tapi tak beradab tak berakhlak..memalukan.,Supportive
Lihat aja pihak UI berani pecat nggak anak pejabat,Advocacy
Lebay pengen virall..saya ingat di pengang dll .tungu wanita tu KLO ngomong kotor terus kasi laporkan,VictimBlaming
"ga ngerti...,tlat gua",Neutral
Gak tau apa yg dimaksud,Neutral
kerja dl aj dek .. jangan lupa tetep andalkan Tuhan,Neutral
Pelecehan verbal kak,Neutral
SAMPEE JAM SET 3 BUSETTT,Neutral
"bener, songong bgt jalannya",Neutral
wajib dikeluarkan 2 monyet itu dari UI kalau enggak anda lapor polisi.....bahaya kalau masih kuliah di fakultas hukum.....apalagi UI....bisa2 setelah lulus makin banyak korban yang akan terjadi.,Advocacy
semangat kaka2 perempuan disana🥹,Supportive
😭😭😭jahat banget kalian ..kalian pasti punyaa adek perempuan kakak perempuan seorang ibu kalau adek kakak ibu kalian yg di gituin trima nggak haaah,Supportive
"lsraeI 😎 🇮🇱 ❤️ sebagai rektor tertinggi di dunia dan penemu internet hadir Memantau,  para mahasiswa dan pihak lainnya yang gemar melakukan pelecehan di lndonesia",Neutral
"serius bro?
padahal di dunia kerja bos""suka ngejadiin anak buahnya lonte, ini cmn chat"" gtu doang?
aokwoakowk",VictimBlaming
Kurang ajar itu.. hajar saja..,Supportive
Tujuan pendidikan adalah untuk meningkatkan pengetahuan dan perbaikan moral,Neutral
Sebanyak itu kah yg dlm grup😭,Neutral
haduhhh gbsa bayangin😭😭,Neutral
film KEADILAN pemeran Rio Dewanto kmarin tayang. mari kita lihat kasus ini smpai selesai😅,Neutral
"Fakultasnya bagus 
Mahasiswa nauzubillahuminzalik",Supportive
pergaulan ini faktornya... bukan kesana,Neutral
"Bagus, liatin muka muka mereka !",Advocacy
"maaf kalau salah, tapi tadi sempet ada baca komen, itu grup awalnya isi 30 anggota terus jadi sisa 16 nah salah satu anggota yang udah keluar dari grup itu punya pacar (perempuan) dan dibaca lah sama si perempuan itu terus si cewe nyuruh lapor dan kesebar lah itu chatnya. Itu yang tadi aku baca tapi maaf kalau salah ya 😭🙏🏻",Neutral
"UGM ijazah palsu
UI pelecehan",Neutral
"lu orang yg mengampangkan, mewajarkan, dan memaklumi kejahatan kah? mau diliat dari sisi mana pun itu sebuah kejahatan yang udah terbukti juga. MEREKA KULIAH HUKUM wajar harusnya pada melek hukum. mereka MEWAJARKAN tindakan ini padahal mereka SEHARUSNYA jadi calon PENEGAK HUKUM.",Supportive
